"Year"	"Author"	"Dataset"
2014	"Guydosh"	"dom34KO_diamide"
2014	"Guydosh"	"dom34KO_disome_rpf"
2014	"Guydosh"	"dom34KO_glucose_starvation"
2014	"Guydosh"	"dom34KO_GMP-PNP"
2014	"Guydosh"	"dom34KO_high_Mg++"
2014	"Guydosh"	"dom34KO_mRNA-Seq"
2014	"Guydosh"	"dom34KO_no_additive"
2014	"Guydosh"	"dom34KO_short_rpf"
2014	"Guydosh"	"dom34KO_supp_tRNA"
2014	"Guydosh"	"hbs1KO"
2014	"Guydosh"	"ski2KO"
2014	"Guydosh"	"WT_3-AT"
2014	"Guydosh"	"WT_CHX+GMP-PNP"
2014	"Guydosh"	"WT_CHX"
2014	"Guydosh"	"WT_diamide"
2014	"Guydosh"	"WT_disome_rpf"
2014	"Guydosh"	"WT_GMP-PNP"
2014	"Guydosh"	"WT_high_Mg++"
2014	"Guydosh"	"WT_mRNA-Seq"
2014	"Guydosh"	"WT_no_additive"
2014	"Guydosh"	"WT_short_rpf"
2014	"Guydosh"	"WT_supp_tRNA"
2014	"Jan"	"BirA_+CHX_2minBiotin_input"
2014	"Jan"	"BirA_+CHX_2minBiotin_pulldown"
2014	"Jan"	"BirAHeh2Ssh1_+CHX_7minBiotin_input"
2014	"Jan"	"BirAHeh2Ssh1_+CHX_7minBiotin_pulldown"
2014	"Jan"	"BirAHeh2Ssh1_+CHX_7minBiotin_rep_input"
2014	"Jan"	"BirAHeh2Ssh1_+CHX_7minBiotin_rep_pulldown"
2014	"Jan"	"BirAmVenusSsh1_+CHX_2minBiotin_input"
2014	"Jan"	"BirAmVenusSsh1_+CHX_2minBiotin_pulldown"
2014	"Jan"	"BirAmVenusUbc6_+CHX_2minBiotin_input"
2014	"Jan"	"BirAmVenusUbc6_+CHX_2minBiotin_pulldown"
2014	"Jan"	"BirAmVenusUbc6_+CHX_7minBiotin_input"
2014	"Jan"	"BirAmVenusUbc6_+CHX_7minBiotin_pulldown"
2014	"Jan"	"BirAmVenusUbc6_sec66∆_+CHX_2minBiotin_input"
2014	"Jan"	"BirAmVenusUbc6_sec66∆_+CHX_2minBiotin_pulldown"
2014	"Jan"	"sec63mVenusBirA_-CHX_1minBiotin_input"
2014	"Jan"	"sec63mVenusBirA_-CHX_1minBiotin_pulldown"
2014	"Jan"	"sec63mVenusBirA_-CHX_3minBiotin_input"
2014	"Jan"	"sec63mVenusBirA_-CHX_3minBiotin_pulldown"
2014	"Jan"	"sec63mVenusBirA_-CHX_5minBiotin_input"
2014	"Jan"	"sec63mVenusBirA_-CHX_5minBiotin_pulldown"
2014	"Jan"	"sec63mVenusBirA_-CHX_7minBiotin_input"
2014	"Jan"	"sec63mVenusBirA_+CHX_7minBiotin_input"
2014	"Jan"	"sec63mVenusBirA_-CHX_7minBiotin_pulldown"
2014	"Jan"	"sec63mVenusBirA_+CHX_7minBiotin_pulldown"
2014	"Jan"	"sec63mVenusBirA_+CHX_7minBiotin_rep_input"
2014	"Jan"	"sec63mVenusBirA_+CHX_7minBiotin_rep_pulldown"
2014	"Jan"	"sec63mVenusBirA_sec65-1_25C_+CHX_2minBiotin_input"
2014	"Jan"	"sec63mVenusBirA_sec65-1_25C_+CHX_2minBiotin_pulldown"
2014	"Jan"	"sec63mVenusBirA_sec65-1_30min37C_+CHX_2minBiotin_input"
2014	"Jan"	"sec63mVenusBirA_sec65-1_30min37C_+CHX_2minBiotin_pulldown"
2014	"Lareau"	"3-AT_10_min"
2014	"Lareau"	"3-AT_60_min"
2014	"Lareau"	"ANS_rep_1A"
2014	"Lareau"	"ANS_rep_1B"
2014	"Lareau"	"ANS_rep_2"
2014	"Lareau"	"CHX_rep_1"
2014	"Lareau"	"CHX_rep_2"
2014	"Lareau"	"Untreated_rep_1"
2014	"Lareau"	"Untreated_rep_2"
2014	"Lareau"	"Untreated_rep_3"
2014	"McManus"	"Ribo_Rep_1"
2014	"McManus"	"Ribo_Rep_2"
2014	"McManus"	"RNA_Rep_1"
2014	"McManus"	"RNA_Rep_2"
2014	"Pop"	"ACA-K_mrna"
2014	"Pop"	"ACA-K_rpf"
2014	"Pop"	"AGG-OE_mrna"
2014	"Pop"	"AGG-OE_rpf"
2014	"Pop"	"AGG-QC_mrna"
2014	"Pop"	"AGG-QC_rpf"
2014	"Pop"	"WT_mrna"
2014	"Pop"	"WT_rpf"
2014	"Pop"	"WT-URA_mrna"
2014	"Pop"	"WT-URA_rpf"
2014	"Williams"	"Om45mVenusBirA_-CHX_2minBiotin_input"
2014	"Williams"	"Om45mVenusBirA_+CHX_2minBiotin_input"
2014	"Williams"	"Om45mVenusBirA_-CHX_2minBiotin_pulldown"
2014	"Williams"	"Om45mVenusBirA_+CHX_2minBiotin_pulldown"
2015	"Nedialkova"	"dom34Δncs2Δelp6Δ_ribo_YPD_rep1"
2015	"Nedialkova"	"dom34Δncs2Δelp6Δ_ribo_YPD_rep2"
2015	"Nedialkova"	"dom34Δncs2Δelp6Δ_ribo_YPD_rep3"
2015	"Nedialkova"	"elp6Δ_mRNA_YPD_rep1"
2015	"Nedialkova"	"elp6Δ_mRNA_YPD_rep2"
2015	"Nedialkova"	"elp6Δ_mRNA_YPD_rep3"
2015	"Nedialkova"	"elp6Δ_ribo_empty_plasmid_rep1"
2015	"Nedialkova"	"elp6Δ_ribo_empty_plasmid_rep2"
2015	"Nedialkova"	"elp6Δ_ribo_empty_plasmid_rep3"
2015	"Nedialkova"	"elp6Δ_ribo_rapamycin_rep1"
2015	"Nedialkova"	"elp6Δ_ribo_rapamycin_rep2"
2015	"Nedialkova"	"elp6Δ_ribo_rapamycin_rep3"
2015	"Nedialkova"	"elp6Δ_ribo_tEKQ_rep1"
2015	"Nedialkova"	"elp6Δ_ribo_tEKQ_rep2"
2015	"Nedialkova"	"elp6Δ_ribo_tEKQ_rep3"
2015	"Nedialkova"	"elp6Δ_ribo_YPD_rep1"
2015	"Nedialkova"	"elp6Δ_ribo_YPD_rep2"
2015	"Nedialkova"	"elp6Δ_ribo_YPD_rep3"
2015	"Nedialkova"	"hbs1Δncs2Δelp6Δ_ribo_YPD_rep1"
2015	"Nedialkova"	"hbs1Δncs2Δelp6Δ_ribo_YPD_rep2"
2015	"Nedialkova"	"hbs1Δncs2Δelp6Δ_ribo_YPD_rep3"
2015	"Nedialkova"	"hbs1Δ_ribo_YPD_rep1"
2015	"Nedialkova"	"hbs1Δ_ribo_YPD_rep2"
2015	"Nedialkova"	"hbs1Δ_ribo_YPD_rep3"
2015	"Nedialkova"	"ncs2Δelp6Δ_mRNA_YPD_rep1"
2015	"Nedialkova"	"ncs2Δelp6Δ_mRNA_YPD_rep2"
2015	"Nedialkova"	"ncs2Δelp6Δ_mRNA_YPD_rep3"
2015	"Nedialkova"	"ncs2Δelp6Δ_ribo_paromomycin_rep1"
2015	"Nedialkova"	"ncs2Δelp6Δ_ribo_paromomycin_rep2"
2015	"Nedialkova"	"ncs2Δelp6Δ_ribo_paromomycin_rep3"
2015	"Nedialkova"	"ncs2Δelp6Δ_ribo_YPD_rep1"
2015	"Nedialkova"	"ncs2Δelp6Δ_ribo_YPD_rep2"
2015	"Nedialkova"	"ncs2Δelp6Δ_ribo_YPD_rep3"
2015	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep1"
2015	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep2"
2015	"Nedialkova"	"ncs2Δ_mRNA_diamide_rep3"
2015	"Nedialkova"	"ncs2Δ_mRNA_rapamycin_rep1"
2015	"Nedialkova"	"ncs2Δ_mRNA_rapamycin_rep2"
2015	"Nedialkova"	"ncs2Δ_mRNA_rapamycin_rep3"
2015	"Nedialkova"	"ncs2Δ_mRNA_YPD_rep1"
2015	"Nedialkova"	"ncs2Δ_mRNA_YPD_rep2"
2015	"Nedialkova"	"ncs2Δ_mRNA_YPD_rep3"
2015	"Nedialkova"	"ncs2Δ_ribo_diamide_rep1"
2015	"Nedialkova"	"ncs2Δ_ribo_diamide_rep2"
2015	"Nedialkova"	"ncs2Δ_ribo_diamide_rep3"
2015	"Nedialkova"	"ncs2Δ_ribo_empty_plasmid_rep1"
2015	"Nedialkova"	"ncs2Δ_ribo_empty_plasmid_rep2"
2015	"Nedialkova"	"ncs2Δ_ribo_empty_plasmid_rep3"
2015	"Nedialkova"	"ncs2Δ_ribo_rapamycin_rep1"
2015	"Nedialkova"	"ncs2Δ_ribo_rapamycin_rep2"
2015	"Nedialkova"	"ncs2Δ_ribo_rapamycin_rep3"
2015	"Nedialkova"	"ncs2Δ_ribo_tEKQ_rep1"
2015	"Nedialkova"	"ncs2Δ_ribo_tEKQ_rep2"
2015	"Nedialkova"	"ncs2Δ_ribo_tEKQ_rep3"
2015	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep1"
2015	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep2"
2015	"Nedialkova"	"ncs2Δ_ribo_YPD_noCHX_rep3"
2015	"Nedialkova"	"ncs2Δ_ribo_YPD_rep1"
2015	"Nedialkova"	"ncs2Δ_ribo_YPD_rep2"
2015	"Nedialkova"	"ncs2Δ_ribo_YPD_rep3"
2015	"Nedialkova"	"WT_mRNA_diamide_rep1"
2015	"Nedialkova"	"WT_mRNA_diamide_rep2"
2015	"Nedialkova"	"WT_mRNA_diamide_rep3"
2015	"Nedialkova"	"WT_mRNA_rapamycin_rep1"
2015	"Nedialkova"	"WT_mRNA_rapamycin_rep2"
2015	"Nedialkova"	"WT_mRNA_rapamycin_rep3"
2015	"Nedialkova"	"WT_mRNA_YPD_rep1"
2015	"Nedialkova"	"WT_mRNA_YPD_rep2"
2015	"Nedialkova"	"WT_mRNA_YPD_rep3"
2015	"Nedialkova"	"WT_ribo_diamide_rep1"
2015	"Nedialkova"	"WT_ribo_diamide_rep2"
2015	"Nedialkova"	"WT_ribo_diamide_rep3"
2015	"Nedialkova"	"WT_ribo_empty_plasmid_rep1"
2015	"Nedialkova"	"WT_ribo_empty_plasmid_rep2"
2015	"Nedialkova"	"WT_ribo_empty_plasmid_rep3"
2015	"Nedialkova"	"WT_ribo_paromomycin_rep1"
2015	"Nedialkova"	"WT_ribo_paromomycin_rep2"
2015	"Nedialkova"	"WT_ribo_paromomycin_rep3"
2015	"Nedialkova"	"WT_ribo_rapamycin_rep1"
2015	"Nedialkova"	"WT_ribo_rapamycin_rep2"
2015	"Nedialkova"	"WT_ribo_rapamycin_rep3"
2015	"Nedialkova"	"WT_ribo_tEKQ_rep1"
2015	"Nedialkova"	"WT_ribo_tEKQ_rep2"
2015	"Nedialkova"	"WT_ribo_tEKQ_rep3"
2015	"Nedialkova"	"WT_ribo_YPD_noCHX_rep1"
2015	"Nedialkova"	"WT_ribo_YPD_noCHX_rep2"
2015	"Nedialkova"	"WT_ribo_YPD_noCHX_rep3"
2015	"Nedialkova"	"WT_ribo_YPD_rep1"
2015	"Nedialkova"	"WT_ribo_YPD_rep2"
2015	"Nedialkova"	"WT_ribo_YPD_rep3"
2015	"Sen"	"mRNA_ded1-cs_rep_1_15_deg"
2015	"Sen"	"mRNA_ded1-cs_rep_2_15_deg"
2015	"Sen"	"mRNA_ded1-ts_rep_1_37_deg"
2015	"Sen"	"mRNA_ded1-ts_rep_2_37_deg"
2015	"Sen"	"mRNA_tif1-ts_rep_1_30_deg"
2015	"Sen"	"mRNA_tif1-ts_rep_1_37_deg"
2015	"Sen"	"mRNA_tif1-ts_rep_2_30_deg"
2015	"Sen"	"mRNA_tif1-ts_rep_2_37_deg"
2015	"Sen"	"mRNA_WT_DED1_rep_1_15_deg"
2015	"Sen"	"mRNA_WT_DED1_rep_1_37_deg"
2015	"Sen"	"mRNA_WT_DED1_rep_2_15_deg"
2015	"Sen"	"mRNA_WT_DED1_rep_2_37_deg"
2015	"Sen"	"mRNA_WT_TIF1_rep_1_30_deg"
2015	"Sen"	"mRNA_WT_TIF1_rep_1_37_deg"
2015	"Sen"	"mRNA_WT_TIF1_rep_2_30_deg"
2015	"Sen"	"mRNA_WT_TIF1_rep_2_37_deg"
2015	"Sen"	"ribo_ded1-cs_rep_1_15_deg"
2015	"Sen"	"ribo_ded1-cs_rep_2_15_deg"
2015	"Sen"	"ribo_ded1-ts_rep_1_37_deg"
2015	"Sen"	"ribo_ded1-ts_rep_2_37_deg"
2015	"Sen"	"ribo_tif1-ts_rep_1_30_deg"
2015	"Sen"	"ribo_tif1-ts_rep_1_37_deg"
2015	"Sen"	"ribo_tif1-ts_rep_2_30_deg"
2015	"Sen"	"ribo_tif1-ts_rep_2_37_deg"
2015	"Sen"	"ribo_WT_DED1_rep_1_15_deg"
2015	"Sen"	"ribo_WT_DED1_rep_1_37_deg"
2015	"Sen"	"ribo_WT_DED1_rep_2_15_deg"
2015	"Sen"	"ribo_WT_DED1_rep_2_37_deg"
2015	"Sen"	"ribo_WT_TIF1_rep_1_30_deg"
2015	"Sen"	"ribo_WT_TIF1_rep_1_37_deg"
2015	"Sen"	"ribo_WT_TIF1_rep_2_30_deg"
2015	"Sen"	"ribo_WT_TIF1_rep_2_37_deg"
2016	"Weinberg"	"polyA_selected_using_Dynabeads_oligodT"
2016	"Weinberg"	"RPF"
2016	"Weinberg"	"rRNA_depleted_using_RiboMinus"
2016	"Weinberg"	"rRNA_depleted_using_RiboZero"
2016	"Weinberg"	"unselected_total_RNA"
