ORF	Length	uATGs	FE_atg	FE_cap	utr	utr_gc	polyA
YBR086C	2.97589113640179	1	-2.1	-12.3	304	0.388157894736842	22.3
YBR087W	2.54900326202579	0	0	-8	12	0.416666666666667	31.7
YBR088C	2.41161970596323	0	0	-1.8	41	0.390243902439024	23.2
YBR091C	2.03742649794062	0	-0.1	-7.2	42	0.380952380952381	31.2
YBR094W	2.8767949762007	NA	-0.2	NA	NA	NA	33.2
YBR095C	2.63346845557959	0	-3.1	-15.8	41	0.390243902439024	29.6
YBR096W	2.36172783601759	0	0	-4.3	63	0.412698412698413	30.8
YBR097W	3.16256440652302	NA	-1.1	NA	NA	NA	30.2
YBR098W	2.8394780473742	0	-1.3	-8.7	13	0.384615384615385	30.9
YBR101C	2.46239799789896	0	0	-6	73	0.383561643835616	28.8
YBR102C	2.8767949762007	1	0	-3.9	79	0.367088607594937	31.3
YBR103W	2.72835378202123	NA	-4.6	NA	NA	NA	12.7
YBR104W	2.51719589794997	1	-1.5	-6.6	89	0.370786516853933	29.6
YBR105C	2.55870857053317	0	0	-5.9	24	0.333333333333333	34.8
YBR106W	2.27415784926368	0	-0.7	-0.8	40	0.4	26.4
YBR107C	2.38916608436453	NA	-3.5	NA	NA	NA	46.5
YBR108W	2.97634997900327	NA	0	NA	NA	NA	29.8
YBR109C	2.16731733474818	NA	0	NA	NA	NA	27.7
YBR110W	2.65224634100332	NA	-2.8	NA	NA	NA	NA
YBR111C	2.36361197989214	NA	0	NA	NA	NA	1.9
YBR111W-A	1.98227123303957	NA	-3.8	NA	NA	NA	NA
YBR114W	2.89762709129044	0	-1.2	-9.8	79	0.367088607594937	32.7
YBR115C	3.14363923527454	NA	-2	NA	NA	NA	NA
YBR117C	2.83314711191279	NA	0	NA	NA	NA	NA
YBR119W	2.47421626407626	0	0	-3.9	38	0.394736842105263	26.6
YBR120C	2.20951501454263	NA	-1.5	NA	NA	NA	24.9
YBR121C	2.82412583391655	0	-1.6	-9.8	165	0.381818181818182	22.3
YBR122C	2.24797326636181	NA	-3	NA	NA	NA	NA
YBR123C	2.81224469680037	NA	-1	NA	NA	NA	29.6
YBR125C	2.59439255037543	0	-3.1	-8.9	189	0.391534391534392	36.2
YBR126C	2.69460519893357	0	0	-8.1	108	0.324074074074074	31.5
YBR127C	2.71349054309394	0	-2	-10	65	0.4	24.2
YBR128C	2.53655844257153	NA	-4.9	NA	NA	NA	30.6
YBR129C	2.51587384371168	NA	-1.1	NA	NA	NA	32.5
YBR130C	2.62838893005031	0	-2.9	-12	61	0.409836065573771	28.5
YBR131W	2.84757265914211	1	0	-8.6	31	0.419354838709677	NA
YBR132C	2.77524625974024	NA	-0.8	NA	NA	NA	NA
YBR133C	2.91750550955255	NA	-1	NA	NA	NA	32
YBR135W	2.17609125905568	0	0	-11.8	105	0.333333333333333	23.8
YBR136W	3.37438169805088	NA	-1.1	NA	NA	NA	23.3
YBR137W	2.25285303097989	NA	-0.3	NA	NA	NA	NA
YBR138C	2.71933128698373	NA	-1.6	NA	NA	NA	NA
YBR139W	2.70586371228392	NA	0	NA	NA	NA	14.7
YBR140C	3.49023948524629	NA	0	NA	NA	NA	NA
YBR141C	2.52762990087134	0	-2	-7.5	15	0.333333333333333	32.7
YBR142W	2.88817949391832	0	0	-9.4	48	0.395833333333333	24
YBR143C	2.64048143697042	0	-0.6	-2.8	37	0.405405405405405	23.5
YBR145W	2.54530711646582	0	0	-1.5	42	0.380952380952381	36.7
YBR146W	2.44404479591808	0	-4.4	-13	44	0.363636363636364	28.5
YBR147W	2.47129171105894	NA	-1.5	NA	NA	NA	47.6
YBR148W	2.78461729263288	NA	0	NA	NA	NA	NA
YBR149W	2.53655844257153	0	-4.6	-6	70	0.385714285714286	26.8
YBR151W	2.4996870826184	0	-5.4	-9.3	147	0.360544217687075	26.1
YBR152W	2.46389298898591	NA	-1.3	NA	NA	NA	NA
YBR153W	2.38738982633873	NA	0	NA	NA	NA	NA
YBR154C	2.33243845991561	0	-0.2	-6.8	92	0.358695652173913	30.3
YBR155W	2.5854607295085	NA	-1.3	NA	NA	NA	NA
YBR156C	2.84385542262316	0	-3.2	-11.7	38	0.394736842105263	29.6
YBR157C	2.40654018043396	14	-1.2	-9.6	830	0.42289156626506	28.9
YBR158W	2.73957234445009	1	0	-5.4	264	0.371212121212121	28.1
YBR159W	2.54032947479087	0	0	-10.7	21	0.333333333333333	22.4
YBR160W	2.47421626407626	0	0	-5.9	79	0.367088607594937	26.4
YBR161W	2.57518784492766	0	0	-13.7	110	0.327272727272727	26
YBR162C	2.65801139665711	0	-0.6	-2.1	137	0.357664233576642	24.7
YBR162W-A	1.81291335664286	0	-2.2	-10.7	18	0.277777777777778	20.4
YBR163W	2.76715586608218	NA	-2	NA	NA	NA	38.6
YBR164C	2.26245108973043	0	-0.8	-8.7	120	0.358333333333333	24.9
YBR165W	2.44247976906445	0	0	-16.3	102	0.343137254901961	31.6
YBR166C	2.65513843481138	0	-2.2	-6.4	53	0.415094339622642	37.2
YBR167C	2.14612803567824	0	-0.6	-5.8	37	0.405405405405405	21.8
YBR168W	2.6159500516564	NA	-0.9	NA	NA	NA	26.2
YBR169C	2.84073323461181	NA	0	NA	NA	NA	NA
YBR170C	2.76342799356294	0	0	-5.5	74	0.378378378378378	33
YBR171W	2.31386722036915	0	-5.2	-9.2	27	0.37037037037037	31.4
YBR172C	2.86923171973098	0	0	-9.9	112	0.339285714285714	27.4
YBR173C	2.17026171539496	0	-0.8	-3.2	29	0.379310344827586	36.6
YBR175W	2.4983105537896	NA	-2.4	NA	NA	NA	NA
YBR176W	2.49415459401844	NA	0	NA	NA	NA	26.3
YBR177C	2.65417654187796	NA	-1.4	NA	NA	NA	29.3
YBR179C	2.93196611472817	0	-3	-9.5	66	0.393939393939394	25.2
YBR180W	2.75739602879302	NA	-1.1	NA	NA	NA	52.7
YBR182C	2.65513843481138	NA	0	NA	NA	NA	17.9
YBR182C-A	1.80617997398389	NA	-0.1	NA	NA	NA	NA
YBR183W	2.4996870826184	NA	-4	NA	NA	NA	NA
YBR184W	2.71850168886727	NA	-1.4	NA	NA	NA	NA
YBR185C	2.44404479591808	1	-1.3	-8.1	30	0.4	25.6
YBR186W	2.75127910398334	NA	0	NA	NA	NA	NA
YBR187W	2.44715803134222	1	-2.5	-12.7	130	0.346153846153846	33.7
YBR188C	2.14612803567824	NA	-2.3	NA	NA	NA	26.2
YBR189W	2.29003461136252	0	0	-3.3	27	0.37037037037037	23.8
YBR192W	2.57634135020579	0	-2.9	-10.8	201	0.383084577114428	28.1
YBR193C	2.34830486304816	0	0	-8.8	8	0.625	39.3
YBR194W	2.0899051114394	NA	0	NA	NA	NA	NA
YBR195C	2.62531245096167	NA	0	NA	NA	NA	NA
YBR196C	2.74350976472843	NA	-0.3	NA	NA	NA	1.4
YBR196C-A	1.69019608002851	NA	-1	NA	NA	NA	NA
YBR196C-B	1.53147891704226	NA	-7.8	NA	NA	NA	NA
YBR197C	2.33645973384853	3	-2.3	-10.1	36	0.416666666666667	43.5
YBR198C	2.90200289135073	0	-6.7	-4.7	79	0.367088607594937	28.1
YBR199W	2.66651798055488	NA	-1.4	NA	NA	NA	28.1
YBR200W	2.74115159885178	2	0	-8.6	56	0.392857142857143	32.4
YBR200W-A	1.73239375982297	NA	0	NA	NA	NA	NA
YBR201C-A	1.82607480270083	0	0	-9.3	12	0.416666666666667	30.2
YBR201W	2.32428245529769	NA	-1.6	NA	NA	NA	1.4
YBR202W	2.92685670894969	0	0	-11.9	31	0.419354838709677	23.5
YBR203W	2.96567197122011	NA	-7.5	NA	NA	NA	NA
YBR204C	2.57403126772772	0	-8	-10.2	63	0.412698412698413	33.8
YBR205W	2.60638136511061	0	-0.3	-10.3	48	0.395833333333333	NA
YBR207W	2.66745295288995	0	-5.2	-6.9	90	0.366666666666667	29.6
YBR208C	3.26363606858811	NA	-1.4	NA	NA	NA	NA
YBR210W	2.15228834438306	0	-0.1	-12.3	35	0.4	26.4
YBR211C	2.51054501020661	0	0	-13	98	0.357142857142857	32.9
YBR212W	2.82736927305383	NA	-2	NA	NA	NA	0.5
YBR213W	2.43775056282039	NA	0	NA	NA	NA	37.9
YBR214W	2.72181061521255	NA	0	NA	NA	NA	NA
YBR215W	2.79588001734408	NA	-1.5	NA	NA	NA	NA
YBR216C	2.82865989653532	0	0	-4.3	34	0.382352941176471	38.3
YBR217W	2.26951294421792	NA	-3.1	NA	NA	NA	36.5
YBR220C	2.7481880270062	NA	0	NA	NA	NA	30.8
YBR221C	2.56348108539441	NA	-1.1	NA	NA	NA	NA
YBR221W-A	1.53147891704226	NA	-3.6	NA	NA	NA	NA
YBR222C	2.73479982958885	NA	-0.8	NA	NA	NA	NA
YBR223C	2.73559889969818	NA	-4.5	NA	NA	NA	44.2
YBR225W	2.95424250943932	NA	-0.4	NA	NA	NA	NA
YBR227C	2.7160033436348	NA	0	NA	NA	NA	NA
YBR228W	2.48287358360875	NA	0	NA	NA	NA	5.2
YBR229C	2.9795483747041	1	-4	-14.5	28	0.392857142857143	24.7
YBR230C	2.12710479836481	0	0	-5	24	0.333333333333333	26.8
YBR230W-A	1.81954393554187	NA	0	NA	NA	NA	NA
YBR231C	2.4814426285023	0	-0.5	-8.7	58	0.396551724137931	32.2
YBR233W	2.6159500516564	NA	0	NA	NA	NA	NA
YBR233W-A	1.9731278535997	NA	-3.5	NA	NA	NA	NA
YBR234C	2.58433122436753	0	-0.3	-6.1	47	0.382978723404255	26.5
YBR235W	3.04921802267018	0	-4.7	-13.2	82	0.365853658536585	30.7
YBR236C	2.63948648926859	0	0	-4.9	39	0.41025641025641	27.8
YBR237W	2.92890769024395	NA	-4.2	NA	NA	NA	30.5
YBR238C	2.86391737695786	0	-2.4	-8.5	3	0.666666666666667	29.3
YBR239C	2.72345567203519	NA	-1.6	NA	NA	NA	32.6
YBR240C	2.65321251377534	NA	0	NA	NA	NA	NA
YBR241C	2.68841982200271	NA	-3.4	NA	NA	NA	33.9
YBR242W	2.37657695705651	1	0	-8.8	160	0.375	34.1
YBR243C	2.65127801399814	0	-0.9	-10.7	33	0.393939393939394	28.4
YBR244W	2.20951501454263	NA	0	NA	NA	NA	31.2
YBR245C	3.05269394192497	NA	-3.9	NA	NA	NA	NA
